Device,timestamp,ax,ay,az,gx,gy,gz,activity
A, 1223890, 0.144775, 0.969238, 0.283691, -0.549316, -1.037598, -0.061035,falling
B, 837455, -0.047119, 0.734131, -0.682007, -0.122070, -0.610352, -0.366211,falling
A, 1223910, 0.144409, 0.969604, 0.283081, -0.549316, -1.037598, -0.122070,falling
B, 837475, -0.047363, 0.733643, -0.682251, -0.183106, -0.610352, -0.305176,falling
A, 1223930, 0.144043, 0.969482, 0.283203, -0.488281, -1.037598, -0.061035,falling
B, 837495, -0.046631, 0.735107, -0.682739, -0.183106, -0.610352, -0.305176,falling
B, 837515, -0.046387, 0.734985, -0.682617, -0.122070, -0.610352, -0.366211,falling
A, 1223950, 0.144653, 0.969360, 0.282471, -0.549316, -0.976563, -0.061035,falling
A, 1223970, 0.145142, 0.969238, 0.283203, -0.549316, -1.037598, -0.122070,falling
B, 837535, -0.046875, 0.734985, -0.682861, -0.122070, -0.610352, -0.305176,falling
A, 1223990, 0.144897, 0.968506, 0.282837, -0.549316, -1.037598, -0.061035,falling
B, 837555, -0.047119, 0.734497, -0.681885, -0.183106, -0.610352, -0.305176,falling
A, 1224010, 0.144165, 0.969116, 0.282837, -0.488281, -0.976563, -0.122070,falling
B, 837575, -0.046997, 0.735107, -0.682373, -0.122070, -0.610352, -0.305176,falling
A, 1224030, 0.144531, 0.969116, 0.282837, -0.549316, -1.037598, -0.061035,falling
B, 837595, -0.046265, 0.734863, -0.681274, -0.183106, -0.610352, -0.366211,falling
A, 1224050, 0.144897, 0.968506, 0.283203, -0.549316, -1.037598, -0.061035,falling
B, 837615, -0.046387, 0.733887, -0.682251, -0.183106, -0.610352, -0.305176,falling
A, 1224070, 0.144531, 0.969482, 0.283447, -0.488281, -1.037598, -0.061035,falling
B, 837635, -0.046265, 0.734009, -0.681885, -0.122070, -0.610352, -0.366211,falling
A, 1224090, 0.144653, 0.969360, 0.283447, -0.549316, -1.037598, -0.122070,falling
B, 837655, -0.047607, 0.734863, -0.681885, -0.122070, -0.610352, -0.366211,falling
A, 1224110, 0.144653, 0.969727, 0.283081, -0.488281, -1.037598, -0.061035,falling
B, 837675, -0.047119, 0.734497, -0.682739, -0.122070, -0.610352, -0.305176,falling
A, 1224130, 0.144409, 0.969116, 0.282471, -0.488281, -1.037598, -0.061035,falling
B, 837695, -0.046997, 0.734497, -0.682129, -0.183106, -0.610352, -0.366211,falling
A, 1224150, 0.145020, 0.969360, 0.282349, -0.549316, -1.037598, -0.061035,falling
B, 837715, -0.046753, 0.735474, -0.682495, -0.183106, -0.610352, -0.366211,falling
A, 1224170, 0.143677, 0.969238, 0.282715, -0.549316, -1.037598, -0.061035,falling
B, 837735, -0.046875, 0.734497, -0.682129, -0.183106, -0.610352, -0.305176,falling
B, 837755, -0.046265, 0.734375, -0.681396, -0.183106, -0.610352, -0.366211,falling
B, 837775, -0.046875, 0.734985, -0.681763, -0.183106, -0.610352, -0.366211,falling
B, 837795, -0.046753, 0.734863, -0.682739, -0.183106, -0.610352, -0.305176,falling
A, 1224190, 0.144287, 0.969727, 0.284180, -0.488281, -1.037598, -0.061035,falling
A, 1224210, 0.144775, 0.969116, 0.283325, -0.549316, -1.037598, -0.061035,falling
A, 1224230, 0.144409, 0.969360, 0.282959, -0.549316, -0.976563, -0.061035,falling
A, 1224250, 0.143921, 0.969482, 0.282959, -0.488281, -1.037598, -0.122070,falling
B, 837815, -0.047729, 0.734741, -0.682373, -0.183106, -0.610352, -0.366211,falling
A, 1224270, 0.144897, 0.968262, 0.282715, -0.549316, -1.037598, -0.061035,falling
B, 837835, -0.047363, 0.733887, -0.682251, -0.244141, -0.610352, -0.366211,falling
B, 837855, -0.047241, 0.735107, -0.682251, -0.305176, -0.671387, -0.427246,falling
A, 1224290, 0.144775, 0.969604, 0.282593, -0.549316, -1.037598, -0.061035,falling
B, 837875, -0.047852, 0.734497, -0.681763, -0.183106, -0.610352, -0.366211,falling
A, 1224310, 0.144775, 0.969604, 0.283081, -0.610352, -1.037598, -0.061035,falling
B, 837895, -0.047363, 0.734253, -0.682251, -0.122070, -0.610352, -0.305176,falling
B, 837915, -0.046875, 0.734619, -0.682861, -0.183106, -0.610352, -0.366211,falling
B, 837935, -0.046875, 0.734863, -0.681519, -0.183106, -0.610352, -0.305176,falling
A, 1224330, 0.145508, 0.968750, 0.283569, -0.549316, -1.037598, -0.061035,falling
A, 1224350, 0.144165, 0.969727, 0.283447, -0.549316, -1.037598, -0.061035,falling
A, 1224370, 0.143311, 0.969604, 0.282837, -0.549316, -1.037598, -0.122070,falling
